admin0Name_en,admin0Name_ar,admin0Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin2Name_en,admin2Name_ar,admin2Pcode,admin3Name_en,admin3Name_ar,admin3RefName_en,admin3RefName_ar,admin3Pcode
Yemen,?????,YE,Hadramawt,??????,YE19,Ghayl Bawazir,??? ??????,YE1917,Ghayl Bawazir,??? ??????,Ghayl Bawazir,??? ??????,YE191721
Yemen,?????,YE,Hadramawt,??????,YE19,Ghayl bin Yamin,??? ?? ????,YE1916,Ghayl bin Yamin,??? ?? ????,Ghayl bin Yamin,??? ?? ????,YE191621
Yemen,?????,YE,Hadramawt,??????,YE19,Hajar,???,YE1924,Al Jul,?????,Al Jul,?????,YE192421
Yemen,?????,YE,Hadramawt,??????,YE19,Hajar,???,YE1924,As Sadarah,???????,As Sadarah,???????,YE192422
Yemen,?????,YE,Hadramawt,??????,YE19,Hajar As Say'ar,??? ??????,YE1905,Hajar As Say'ar,??? ??????,Hajar As Sayar,??? ??????,YE190521
Yemen,?????,YE,Hadramawt,??????,YE19,Haridah,?????,YE1928,Haridah,?????,Haridah,?????,YE192821
Yemen,?????,YE,Hadramawt,??????,YE19,Rakhyah,????,YE1920,Rakhyah,????,Rakhyah,????,YE192021
Yemen,?????,YE,Hadramawt,??????,YE19,Rumah,????,YE1901,Rumah,????,Rumah,????,YE190121
Yemen,?????,YE,Hadramawt,??????,YE19,Sah,???,YE1909,Sah,???,Sah,???,YE190921
Yemen,?????,YE,Hadramawt,??????,YE19,Sayun,?????,YE1910,Sayun,?????,Sayun,?????,YE191021
Yemen,?????,YE,Hadramawt,??????,YE19,Shibam,????,YE1908,Shibam,????,Shibam - Shibam,???? - ????,YE190821
Yemen,?????,YE,Hadramawt,??????,YE19,Tarim,????,YE1911,Tarim,????,Tarim,????,YE191121
Yemen,?????,YE,Hadramawt,??????,YE19,Thamud,????,YE1902,Thamud,????,Thamud,????,YE190221
Yemen,?????,YE,Hadramawt,??????,YE19,Wadi Al Ayn,???? ?????,YE1919,Hawrah,????,Hawrah - Wadi Al Ayn,???? - ???? ?????,YE191921
Yemen,?????,YE,Hadramawt,??????,YE19,Wadi Al Ayn,???? ?????,YE1919,Wadi Al Ayn,???? ?????,Wadi Al Ayn,???? ?????,YE191922
Yemen,?????,YE,Hadramawt,??????,YE19,Yab'uth,????,YE1923,Yab'uth,????,Yabuth,????,YE192321
Yemen,?????,YE,Hadramawt,??????,YE19,Zamakh wa Manwokh,??? ?????,YE1904,Zamakh wa Manwakh,??? ?????,Zamakh wa Manwakh,??? ?????,YE190421
Yemen,?????,YE,Hajjah,???,YE17,Abs,???,YE1704,Al Bataryah,????????,Al Bataryah,????????,YE170426
Yemen,?????,YE,Hajjah,???,YE17,Abs,???,YE1704,Al Wasat,?????,Al Wasat - Abs,????? - ???,YE170424
Yemen,?????,YE,Hajjah,???,YE17,Abs,???,YE1704,Bani Hasan,??? ???,Bani Hasan - Abs,??? ??? - ???,YE170421
Yemen,?????,YE,Hajjah,???,YE17,Abs,???,YE1704,Bani Odabi,??? ?????,Bani Odabi,??? ?????,YE170423
Yemen,?????,YE,Hajjah,???,YE17,Abs,???,YE1704,Bani Thawab,??? ????,Bani Thawab,??? ????,YE170422
Yemen,?????,YE,Hajjah,???,YE17,Abs,???,YE1704,Matwalah,?????,Matwalah,?????,YE170425
Yemen,?????,YE,Hajjah,???,YE17,Abs,???,YE1704,Qa'tabah,????,Qatabah,????,YE170427
Yemen,?????,YE,Hajjah,???,YE17,Aflah Al Yaman,???? ?????,YE1714,Al Juwan wa Al Qatabiyah,?????? ?????????,Al Juwan wa Al Qatabiyah,?????? ?????????,YE171422
Yemen,?????,YE,Hajjah,???,YE17,Aflah Al Yaman,???? ?????,YE1714,Bani Falah,??? ????,Bani Falah - Aflah Al Yaman,??? ???? - ???? ?????,YE171424
Yemen,?????,YE,Hajjah,???,YE17,Aflah Al Yaman,???? ?????,YE1714,Bani Ya'mur,??? ????,Bani Yamur,??? ????,YE171423
Yemen,?????,YE,Hajjah,???,YE17,Aflah Al Yaman,???? ?????,YE1714,Bani Yus,??? ???,Bani Yus,??? ???,YE171425
Yemen,?????,YE,Hajjah,???,YE17,Aflah Al Yaman,???? ?????,YE1714,Jyah,????,Jyah,????,YE171421
Yemen,?????,YE,Hajjah,???,YE17,Aflah Ash Sham,???? ?????,YE1710,Bani Abu Hadi wa Al Obad,??? ??? ???? ???????,Bani Abu Hadi wa Al Obad,??? ??? ???? ???????,YE171022
Yemen,?????,YE,Hajjah,???,YE17,Aflah Ash Sham,???? ?????,YE1710,Bani Al Harith,??? ??????,Bani Al Harith - Aflah Ash Sham,??? ?????? - ???? ?????,YE171023
Yemen,?????,YE,Hajjah,???,YE17,Aflah Ash Sham,???? ?????,YE1710,Bani Hafidh wa Al Makarimah,??? ???? ?????????,Bani Hafidh wa Al Makarimah,??? ???? ?????????,YE171024
Yemen,?????,YE,Hajjah,???,YE17,Aflah Ash Sham,???? ?????,YE1710,Bani Harbi,??? ????,Bani Harbi,??? ????,YE171021
Yemen,?????,YE,Hajjah,???,YE17,Al Jamimah,???????,YE1708,Al Jamimah,???????,Al Jamimah,???????,YE170821
Yemen,?????,YE,Hajjah,???,YE17,Al Jamimah,???????,YE1708,Baqarah Al Gharbyah,???? ???????,Baqarah Al Gharbyah,???? ???????,YE170823
Yemen,?????,YE,Hajjah,???,YE17,Al Jamimah,???????,YE1708,Baqarah Ash Sharqiyah wa Al Wista,???? ??????? ???????,Baqarah Ash Sharqiyah wa Al Wista,???? ??????? ???????,YE170825
Yemen,?????,YE,Hajjah,???,YE17,Al Jamimah,???????,YE1708,Dhahai,????,Dhahai,????,YE170827
Yemen,?????,YE,Hajjah,???,YE17,Al Jamimah,???????,YE1708,Jafnah,????,Jafnah,????,YE170828
Yemen,?????,YE,Hajjah,???,YE17,Al Jamimah,???????,YE1708,Khutwat Al Himarayn,???? ????????,Khutwat Al Himarayn,???? ????????,YE170822
Yemen,?????,YE,Hajjah,???,YE17,Al Jamimah,???????,YE1708,Masahir Mur,????? ???,Masahir Mur,????? ???,YE170824
Yemen,?????,YE,Hajjah,???,YE17,Al Jamimah,???????,YE1708,Maswya,?????,Maswya,?????,YE170829
Yemen,?????,YE,Hajjah,???,YE17,Al Jamimah,???????,YE1708,Wadi Ghamis,???? ????,Wadi Ghamis,???? ????,YE170826
Yemen,?????,YE,Hajjah,???,YE17,Al Maghrabah,???????,YE1717,Bani Judilah,??? ?????,Bani Judilah,??? ?????,YE171722
Yemen,?????,YE,Hajjah,???,YE17,Al Maghrabah,???????,YE1717,Nisa,????,Nisa,????,YE171723
Yemen,?????,YE,Hajjah,???,YE17,Al Maghrabah,???????,YE1717,Wakyah,????,Wakyah,????,YE171721
Yemen,?????,YE,Hajjah,???,YE17,Al Mahabishah,????????,YE1715,Al Mahabishah,????????,Al Mahabishah,????????,YE171521
Yemen,?????,YE,Hajjah,???,YE17,Al Mahabishah,????????,YE1715,Al Makhawis,????????,Al Makhawis,????????,YE171523
Yemen,?????,YE,Hajjah,???,YE17,Al Mahabishah,????????,YE1715,Bani Haydan,??? ?????,Bani Haydan,??? ?????,YE171525
Yemen,?????,YE,Hajjah,???,YE17,Al Mahabishah,????????,YE1715,Bani Maji',??? ????,Bani Maji,??? ????,YE171524
Yemen,?????,YE,Hajjah,???,YE17,Al Mahabishah,????????,YE1715,Hajar,???,Hajar,???,YE171522
Yemen,?????,YE,Hajjah,???,YE17,Al Miftah,???????,YE1716,Al Jabr Al A'la,????? ??????,Al Jabr Al Ala,????? ??????,YE171621
Yemen,?????,YE,Hajjah,???,YE17,Al Miftah,???????,YE1716,Al Jabr Al Asfal,????? ??????,Al Jabr Al Asfal,????? ??????,YE171623
Yemen,?????,YE,Hajjah,???,YE17,Al Miftah,???????,YE1716,Al Jabr Ash Sharqi,????? ??????,Al Jabr Ash Sharqi,????? ??????,YE171624
Yemen,?????,YE,Hajjah,???,YE17,Al Miftah,???????,YE1716,Alkamah,?????,Alkamah,?????,YE171622
Yemen,?????,YE,Hajjah,???,YE17,Ash shaghadirah,????????,YE1725,Ada'id,?????,Adaid,?????,YE172524
Yemen,?????,YE,Hajjah,???,YE17,Ash shaghadirah,????????,YE1725,Al Bajalyah,????????,Al Bajalyah,????????,YE172522
Yemen,?????,YE,Hajjah,???,YE17,Ash shaghadirah,????????,YE1725,Al Hawasilah,????????,Al Hawasilah - Ash shaghadirah,???????? - ????????,YE172529
Yemen,?????,YE,Hajjah,???,YE17,Ash shaghadirah,????????,YE1725,Al Ma'tan,??????,Al Matan,??????,YE172526
Yemen,?????,YE,Hajjah,???,YE17,Ash shaghadirah,????????,YE1725,Al Miswah,???????,Al Miswah,???????,YE172530
Yemen,?????,YE,Hajjah,???,YE17,Ash shaghadirah,????????,YE1725,Al Muzawitah,????????,Al Muzawitah,????????,YE172523
Yemen,?????,YE,Hajjah,???,YE17,Ash shaghadirah,????????,YE1725,As Swalymah,????????,As Swalymah,????????,YE172528
Yemen,?????,YE,Hajjah,???,YE17,Ash shaghadirah,????????,YE1725,Dahim,????,Dahim,????,YE172527
Yemen,?????,YE,Hajjah,???,YE17,Ash shaghadirah,????????,YE1725,Jabal Ash Shaghadirah,??? ????????,Jabal Ash Shaghadirah,??? ????????,YE172525
Yemen,?????,YE,Hajjah,???,YE17,Ash shaghadirah,????????,YE1725,Qal'at Hamid,???? ????,Qalat Hamid,???? ????,YE172521
Yemen,?????,YE,Hajjah,???,YE17,Ash Shahil,??????,YE1721,Al Amrur,???????,Al Amrur,???????,YE172121
Yemen,?????,YE,Hajjah,???,YE17,Ash Shahil,??????,YE1721,Janib Al Yemen,???? ?????,Janib Al Yemen,???? ?????,YE172123
Yemen,?????,YE,Hajjah,???,YE17,Ash Shahil,??????,YE1721,Janib Ash Sham,???? ?????,Janib Ash Sham,???? ?????,YE172122
Yemen,?????,YE,Hajjah,???,YE17,Ash Shahil,??????,YE1721,Mudikhah,?????,Mudikhah,?????,YE172124
Yemen,?????,YE,Hajjah,???,YE17,Aslam,????,YE1712,Aslam Al Wasat,???? ?????,Aslam Al Wasat,???? ?????,YE171223
Yemen,?????,YE,Hajjah,???,YE17,Aslam,????,YE1712,Aslam Al Yemen,???? ?????,Aslam Al Yemen,???? ?????,YE171221
Yemen,?????,YE,Hajjah,???,YE17,Aslam,????,YE1712,Aslam Ash Sham,???? ?????,Aslam Ash Sham,???? ?????,YE171222
Yemen,?????,YE,Hajjah,???,YE17,Bakil Al Mir,???? ?????,YE1701,Al Otn,?????,Al Otn,?????,YE170124
Yemen,?????,YE,Hajjah,???,YE17,Bakil Al Mir,???? ?????,YE1701,Azman,?????,Azman,?????,YE170121
Yemen,?????,YE,Hajjah,???,YE17,Bakil Al Mir,???? ?????,YE1701,Dhu Mohammed wa Dhu Husayn,?? ???? ??? ????,Dhu Mohammed wa Dhu Husayn,?? ???? ??? ????,YE170122
Yemen,?????,YE,Hajjah,???,YE17,Bakil Al Mir,???? ?????,YE1701,Fas,???,Fas,???,YE170125
Yemen,?????,YE,Hajjah,???,YE17,Bakil Al Mir,???? ?????,YE1701,Sabran,?????,Sabran,?????,YE170123
Yemen,?????,YE,Hajjah,???,YE17,Bani Al Awam,??? ??????,YE1727,Al Arif,??????,Al Arif,??????,YE172722
Yemen,?????,YE,Hajjah,???,YE17,Bani Al Awam,??? ??????,YE1727,Bani Adh Dhuad,??? ??????,Bani Adh Dhuad,??? ??????,YE172723
Yemen,?????,YE,Hajjah,???,YE17,Bani Al Awam,??? ??????,YE1727,Bani Al Awam,??? ??????,Bani Al Awam,??? ??????,YE172726
Yemen,?????,YE,Hajjah,???,YE17,Bani Al Awam,??? ??????,YE1727,Bani Al Qudami,??? ??????,Bani Al Qudami,??? ??????,YE172725
Yemen,?????,YE,Hajjah,???,YE17,Bani Al Awam,??? ??????,YE1727,Bani Ghushaym,??? ????,Bani Ghushaym - Bani Al Awam,??? ???? - ??? ??????,YE172727
Yemen,?????,YE,Hajjah,???,YE17,Bani Al Awam,??? ??????,YE1727,Jabal Namir,??? ???,Jabal Namir,??? ???,YE172724
Yemen,?????,YE,Hajjah,???,YE17,Bani Al Awam,??? ??????,YE1727,Qit'at As Surabi,???? ???????,Qitat As Surabi,???? ???????,YE172728
Yemen,?????,YE,Hajjah,???,YE17,Bani Al Awam,??? ??????,YE1727,Radman,?????,Radman,?????,YE172721
Yemen,?????,YE,Hajjah,???,YE17,Bani Qays,??? ??? ?????,YE1724,Rub' Al Buni,??? ??????,Rub Al Buni,??? ??????,YE172422
Yemen,?????,YE,Hajjah,???,YE17,Bani Qays,??? ??? ?????,YE1724,Rub' Ash Shamri,??? ??????,Rub Ash Shamri,??? ??????,YE172424
Yemen,?????,YE,Hajjah,???,YE17,Bani Qays,??? ??? ?????,YE1724,Rub' Hafj,??? ???,Rub Hafj,??? ???,YE172423
Yemen,?????,YE,Hajjah,???,YE17,Bani Qays,??? ??? ?????,YE1724,Rub' Mas'ud,??? ?????,Rub Masud,??? ?????,YE172421
Yemen,?????,YE,Hajjah,???,YE17,Hajjah,???,YE1729,Al Ghuzi,?????,Al Ghuzi,?????,YE172925
Yemen,?????,YE,Hajjah,???,YE17,Hajjah,???,YE1729,Al Mi'mari,???????,Al Mimari,???????,YE172923
Yemen,?????,YE,Hajjah,???,YE17,Hajjah,???,YE1729,An Nafish,??????,An Nafish,??????,YE172926
Yemen,?????,YE,Hajjah,???,YE17,Hajjah,???,YE1729,Bani Ali,??? ???,Bani Ali - Hajjah,??? ??? - ???,YE172924
Yemen,?????,YE,Hajjah,???,YE17,Hajjah,???,YE1729,Harbah,????,Harbah,????,YE172921
Yemen,?????,YE,Hajjah,???,YE17,Hajjah,???,YE1729,Jabal Ayan,??? ????,Jabal Ayan,??? ????,YE172922
Yemen,?????,YE,Hajjah,???,YE17,Hajjah,???,YE1729,Khawlan,?????,Khawlan - Hajjah,????? - ???,YE172927
Yemen,?????,YE,Hajjah,???,YE17,Hajjah City,????? ???,YE1728,Abs,???,Abs - Hajjah City,??? - ????? ???,YE172824
Yemen,?????,YE,Hajjah,???,YE17,Hajjah City,????? ???,YE1728,Hajjah City,????? ???,Hajjah City,????? ???,YE172821
Yemen,?????,YE,Hajjah,???,YE17,Hajjah City,????? ???,YE1728,Hamlan,?????,Hamlan,?????,YE172823
Yemen,?????,YE,Hajjah,???,YE17,Hajjah City,????? ???,YE1728,Qudam,???,Qudam - Hajjah City,??? - ????? ???,YE172822
Yemen,?????,YE,Hajjah,???,YE17,Harad,???,YE1702,Al Atnah,??????,Al Atnah,??????,YE170222
Yemen,?????,YE,Hajjah,???,YE17,Harad,???,YE1702,Al Faj,????,Al Faj,????,YE170223
Yemen,?????,YE,Hajjah,???,YE17,Harad,???,YE1702,Ash Shi'ab,??????,Ash Shiab - Harad,?????? - ???,YE170224
Yemen,?????,YE,Hajjah,???,YE17,Harad,???,YE1702,Bani Al Haddad,??? ??????,Bani Al Haddad - Harad,??? ?????? - ???,YE170225
Yemen,?????,YE,Hajjah,???,YE17,Harad,???,YE1702,Harad,???,Harad,???,YE170221
Yemen,?????,YE,Hajjah,???,YE17,Hayran,?????,YE1705,Ad Dir,?????,Ad Dir,?????,YE170521
Yemen,?????,YE,Hajjah,???,YE17,Hayran,?????,YE1705,Bani Fadil,??? ????,Bani Fadil,??? ????,YE170522
Yemen,?????,YE,Hajjah,???,YE17,Khayran Al Muharraq,????? ??????,YE1711,Ad Dan'i,???????,Ad Dani,???????,YE171121
Yemen,?????,YE,Hajjah,???,YE17,Khayran Al Muharraq,????? ??????,YE1711,Bani Hamlah,??? ????,Bani Hamlah,??? ????,YE171123
Yemen,?????,YE,Hajjah,???,YE17,Khayran Al Muharraq,????? ??????,YE1711,Gharbi Al Khamisin,???? ????????,Gharbi Al Khamisin,???? ????????,YE171125
Yemen,?????,YE,Hajjah,???,YE17,Khayran Al Muharraq,????? ??????,YE1711,Masruh,?????,Masruh,?????,YE171122
Yemen,?????,YE,Hajjah,???,YE17,Khayran Al Muharraq,????? ??????,YE1711,Sharqi Al Khamisin,???? ????????,Sharqi Al Khamisin,???? ????????,YE171124
Yemen,?????,YE,Hajjah,???,YE17,Ku'aydinah,??????,YE1722,Al Gharbi,??????,Al Gharbi - Kuaydinah,?????? - ??????,YE172226
Yemen,?????,YE,Hajjah,???,YE17,Ku'aydinah,??????,YE1722,As Sakabah wa Al Himarayin,??????? ??????????,As Sakabah wa Al Himarayin,??????? ??????????,YE172225
Yemen,?????,YE,Hajjah,???,YE17,Ku'aydinah,??????,YE1722,Aslam Nashir,???? ????,Aslam Nashir,???? ????,YE172224
Yemen,?????,YE,Hajjah,???,YE17,Ku'aydinah,??????,YE1722,Ath Thulth,?????,Ath Thulth - Kuaydinah,????? - ??????,YE172222
Yemen,?????,YE,Hajjah,???,YE17,Ku'aydinah,??????,YE1722,Bani Nashr,??? ???,Bani Nashr,??? ???,YE172221
Yemen,?????,YE,Hajjah,???,YE17,Ku'aydinah,??????,YE1722,Ku'aydinah,??????,Kuaydinah,??????,YE172227
Yemen,?????,YE,Hajjah,???,YE17,Ku'aydinah,??????,YE1722,Suwakh,????,Suwakh,????,YE172223
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Afar,????? ????,YE1718,Ad Duqimi,???????,Ad Duqimi,???????,YE171826
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Afar,????? ????,YE1718,Afar,????,Afar,????,YE171828
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Afar,????? ????,YE1718,Azzan,????,Azzan,????,YE171822
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Afar,????? ????,YE1718,Bani At Tarabi,??? ??????,Bani At Tarabi,??? ??????,YE171823
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Afar,????? ????,YE1718,Bani Mawhab,??? ????,Bani Mawhab,??? ????,YE171827
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Afar,????? ????,YE1718,Bani Oshb,??? ???,Bani Oshb,??? ???,YE171824
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Afar,????? ????,YE1718,Kuhlan,?????,Kuhlan - Kuhlan Afar,????? - ????? ????,YE171821
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Afar,????? ????,YE1718,Qaydan,?????,Qaydan,?????,YE171825
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Ash Sharaf,????? ?????,YE1709,Afsar,????,Afsar,????,YE170922
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Ash Sharaf,????? ?????,YE1709,Bani Al Mahdi,??? ??????,Bani Al Mahdi,??? ??????,YE170923
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Ash Sharaf,????? ?????,YE1709,Bani Ka'b,??? ???,Bani Kab,??? ???,YE170921
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Ash Sharaf,????? ?????,YE1709,Madwam,????,Madwam,????,YE170925
Yemen,?????,YE,Hajjah,???,YE17,Kuhlan Ash Sharaf,????? ?????,YE1709,Nusan,?????,Nusan,?????,YE170924
Yemen,?????,YE,Hajjah,???,YE17,Kushar,???,YE1707,Ahim,????,Ahim,????,YE170728
Yemen,?????,YE,Hajjah,???,YE17,Kushar,???,YE1707,Ahim Bani Shahr,???? ??? ???,Ahim Bani Shahr,???? ??? ???,YE170725
Yemen,?????,YE,Hajjah,???,YE17,Kushar,???,YE1707,Al Abisah + Al Abadilah,???????+????????,Al Abisah + Al Abadilah,???????+????????,YE170729
Yemen,?????,YE,Hajjah,???,YE17,Kushar,???,YE1707,Al Himarayin,?????????,Al Himarayin,?????????,YE170724
Yemen,?????,YE,Hajjah,???,YE17,Kushar,???,YE1707,Anhum al Gharb,???? ?????,Anhum al Gharb,???? ?????,YE170727
Yemen,?????,YE,Hajjah,???,YE17,Kushar,???,YE1707,Anhum Ash Sharq,???? ?????,Anhum Ash Sharq,???? ?????,YE170723
Yemen,?????,YE,Hajjah,???,YE17,Kushar,???,YE1707,Bani Dawud,??? ?????,Bani Dawud,??? ?????,YE170726
Yemen,?????,YE,Hajjah,???,YE17,Kushar,???,YE1707,Khamis Al Qadi,???? ??????,Khamis Al Qadi,???? ??????,YE170722
Yemen,?????,YE,Hajjah,???,YE17,Kushar,???,YE1707,Khamis Al Yazidi,???? ???????,Khamis Al Yazidi,???? ???????,YE170721
Yemen,?????,YE,Hajjah,???,YE17,Mabyan,????,YE1720,Adh Dhafir,??????,Adh Dhafir,??????,YE172027
Yemen,?????,YE,Hajjah,???,YE17,Mabyan,????,YE1720,Al Adb'ah,???????,Al Adbah,???????,YE172023
Yemen,?????,YE,Hajjah,???,YE17,Mabyan,????,YE1720,Al Jabr,?????,Al Jabr,?????,YE172022
Yemen,?????,YE,Hajjah,???,YE17,Mabyan,????,YE1720,Al Marahibah,????????,Al Marahibah,????????,YE172026
Yemen,?????,YE,Hajjah,???,YE17,Mabyan,????,YE1720,Bani Ash Shumi,??? ??????,Bani Ash Shumi,??? ??????,YE172025
Yemen,?????,YE,Hajjah,???,YE17,Mabyan,????,YE1720,Bani Okab,??? ????,Bani Okab,??? ????,YE172024
Yemen,?????,YE,Hajjah,???,YE17,Mabyan,????,YE1720,Mabyan,????,Mabyan,????,YE172021
Yemen,?????,YE,Hajjah,???,YE17,Midi,????,YE1703,Al Ja'dah,??????,Al Jadah,??????,YE170323
Yemen,?????,YE,Hajjah,???,YE17,Midi,????,YE1703,Bani Al Ati,??? ??????,Bani Al Ati,??? ??????,YE170322
Yemen,?????,YE,Hajjah,???,YE17,Midi,????,YE1703,Bani Fayd,??? ????,Bani Fayd,??? ????,YE170324
Yemen,?????,YE,Hajjah,???,YE17,Midi,????,YE1703,Bani Midi,??? ????,Bani Midi,??? ????,YE170321
Yemen,?????,YE,Hajjah,???,YE17,Midi,????,YE1703,Midi Islands,??? ????,Midi Islands,??? ????,YE170349
Yemen,?????,YE,Hajjah,???,YE17,Mustaba,??????,YE1706,Gharb Mustaba'a,??? ??????,Gharb Mustabaa,??? ??????,YE170621
Yemen,?????,YE,Hajjah,???,YE17,Mustaba,??????,YE1706,Sharq Mustaba'a,??? ??????,Sharq Mustabaa,??? ??????,YE170622
Yemen,?????,YE,Hajjah,???,YE17,Mustaba,??????,YE1706,Sharq Mustaba'a Al Aqsa,??? ????????????,Sharq Mustabaa Al Aqsa,??? ????????????,YE170623
Yemen,?????,YE,Hajjah,???,YE17,Najrah,????,YE1726,Al Kabah,??????,Al Kabah,??????,YE172625
Yemen,?????,YE,Hajjah,???,YE17,Najrah,????,YE1726,Al Qilah,??????,Al Qilah,??????,YE172626
Yemen,?????,YE,Hajjah,???,YE17,Najrah,????,YE1726,Ash Sha'athimah,????????,Ash Shaathimah,????????,YE172624
Yemen,?????,YE,Hajjah,???,YE17,Najrah,????,YE1726,Ash Sharqi,??????,Ash Sharqi,??????,YE172623
Yemen,?????,YE,Hajjah,???,YE17,Najrah,????,YE1726,Dawas,????,Dawas,????,YE172622
Yemen,?????,YE,Hajjah,???,YE17,Najrah,????,YE1726,Qudam,???,Qudam - Najrah,??? - ????,YE172621
Yemen,?????,YE,Hajjah,???,YE17,Qafl Shammar,??? ???,YE1713,Ad Dan'i,???????,Ad Dani,???????,YE171322
Yemen,?????,YE,Hajjah,???,YE17,Qafl Shammar,??? ???,YE1713,Al Mikhlaf,???????,Al Mikhlaf - Qafl Shammar,??????? - ??? ???,YE171323
Yemen,?????,YE,Hajjah,???,YE17,Qafl Shammar,??? ???,YE1713,Bani Jil,??? ??,Bani Jil,??? ??,YE171321
Yemen,?????,YE,Hajjah,???,YE17,Qafl Shammar,??? ???,YE1713,Shamrin,?????,Shamrin,?????,YE171324
Yemen,?????,YE,Hajjah,???,YE17,Qarah,????,YE1731,Qarrah,????,Qarrah,????,YE173121
Yemen,?????,YE,Hajjah,???,YE17,Sharas,???,YE1719,Bait Qadam,??? ???,Bait Qadam,??? ???,YE171923
Yemen,?????,YE,Hajjah,???,YE17,Sharas,???,YE1719,Sharis Al A'la,??? ??????,Sharis Al Ala,??? ??????,YE171921
Yemen,?????,YE,Hajjah,???,YE17,Sharas,???,YE1719,Sharis Al Asfal,??? ??????,Sharis Al Asfal,??? ??????,YE171922
Yemen,?????,YE,Hajjah,???,YE17,Wadrah,????,YE1723,Al Omaysi,???????,Al Omaysi,???????,YE172322
Yemen,?????,YE,Hajjah,???,YE17,Wadrah,????,YE1723,Al Qahtani,????????,Al Qahtani,????????,YE172323
Yemen,?????,YE,Hajjah,???,YE17,Wadrah,????,YE1723,An Nussayri,???????,An Nussayri,???????,YE172325
Yemen,?????,YE,Hajjah,???,YE17,Wadrah,????,YE1723,Da'qin wa Al Hinak,????? ???????,Daqin wa Al Hinak,????? ???????,YE172326
Yemen,?????,YE,Hajjah,???,YE17,Wadrah,????,YE1723,Mufrih wa Tafyan,???? ??????,Mufrih wa Tafyan,???? ??????,YE172321
Yemen,?????,YE,Hajjah,???,YE17,Wadrah,????,YE1723,Wadrah,????,Wadrah,????,YE172324
Yemen,?????,YE,Hajjah,???,YE17,Washhah,????,YE1730,Bani Hani,??? ???,Bani Hani,??? ???,YE173023
Yemen,?????,YE,Hajjah,???,YE17,Washhah,????,YE1730,Bani Rizq,??? ???,Bani Rizq,??? ???,YE173022
Yemen,?????,YE,Hajjah,???,YE17,Washhah,????,YE1730,Bani Sa'd,??? ???,Bani Sad,??? ???,YE173024
Yemen,?????,YE,Hajjah,???,YE17,Washhah,????,YE1730,Da'in,????,Dain,????,YE173021
Yemen,?????,YE,Ibb,??,YE11,Adh Dhihar,??????,YE1119,Adh Dhihar,??????,Adh Dhihar,??????,YE111921
Yemen,?????,YE,Ibb,??,YE11,Adh Dhihar,??????,YE1119,Al Hawj Al Qibli,????? ??????,Al Hawj Al Qibli - Adh Dhihar,????? ?????? - ??????,YE111923
Yemen,?????,YE,Ibb,??,YE11,Adh Dhihar,??????,YE1119,Anamir,?????,Anamir,?????,YE111924
Yemen,?????,YE,Ibb,??,YE11,Adh Dhihar,??????,YE1119,Thawab Al Asfal,???? ??????,Thawab Al Asfal,???? ??????,YE111922
Yemen,?????,YE,Ibb,??,YE11,Al Makhadir,???????,YE1107,Al Mahram,??????,Al Mahram,??????,YE110727
Yemen,?????,YE,Ibb,??,YE11,Al Makhadir,???????,YE1107,Al Mi'shar,???????,Al Mishar - Al Makhadir,??????? - ???????,YE110728
Yemen,?????,YE,Ibb,??,YE11,Al Makhadir,???????,YE1107,Al Wadi,??????,Al Wadi - Al Makhadir,?????? - ???????,YE110723
Yemen,?????,YE,Ibb,??,YE11,Al Makhadir,???????,YE1107,As Safi,?????,As Safi,?????,YE110726
Yemen,?????,YE,Ibb,??,YE11,Al Makhadir,???????,YE1107,As Sahul,??????,As Sahul,??????,YE110721
Yemen,?????,YE,Ibb,??,YE11,Al Makhadir,???????,YE1107,Ash Sharaf,?????,Ash Sharaf - Al Makhadir,????? - ???????,YE110722
Yemen,?????,YE,Ibb,??,YE11,Al Makhadir,???????,YE1107,Bani Sarhah,??? ????,Bani Sarhah,??? ????,YE110730
Yemen,?????,YE,Ibb,??,YE11,Al Makhadir,???????,YE1107,Bid'ah,????,Bidah,????,YE110724
Yemen,?????,YE,Ibb,??,YE11,Al Makhadir,???????,YE1107,Dhari Othman,???? ?????,Dhari Othman,???? ?????,YE110725
Yemen,?????,YE,Ibb,??,YE11,Al Makhadir,???????,YE1107,Jabal Aqd,??? ???,Jabal Aqd,??? ???,YE110729
Yemen,?????,YE,Ibb,??,YE11,Al Mashannah,??????,YE1118,Al Hawj Al Adani,????? ??????,Al Hawj Al Adani,????? ??????,YE111821
Yemen,?????,YE,Ibb,??,YE11,Al Mashannah,??????,YE1118,Al Mashannah,??????,Al Mashannah,??????,YE111823
